id;song;artist;duration_ms;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
;Southside;Lloyd;277840;0.688;0.404;9;-9.481;0;0.0818;0.377;0;0.0813;0.448;75.007
;Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit;LMC;171546;0.668;0.905;6;-5.395;1;0.038;0.00232;0.0331;0.141;0.667;128.658
;Fit but You Know It;The Streets;254266;0.68;0.844;6;-1.729;1;0.299;0.23;0;0.0305;0.895;172.302
;Slow Motion;JUVENILE;248200;0.713;0.734;0;-4.894;0;0.325;0.548;0;0.0687;0.89;172.872
;The Way You Move (feat. Sleepy Brown);Outkast;234000;0.871;0.597;5;-4.932;0;0.0464;0.126;0.000113;0.0638;0.635;125.999
;Love Machine;Girls Aloud;205360;0.663;0.95;7;-4.21;1;0.0621;0.00127;0.00492;0.0753;0.697;116.02
;With You;Jessica Simpson;191826;0.553;0.756;0;-4.583;1;0.108;0.0923;0;0.215;0.605;94.487
;Like Toy Soldiers;Eminem;296880;0.52;0.768;8;-3.489;0;0.359;0.0193;0.00034;0.104;0.398;79.178
;Mad World (Feat. Michael Andrews);Gary Jules;189506;0.345;0.0581;3;-17.217;1;0.0374;0.976;0.000366;0.103;0.304;174.117
;Pieces Of Me;Ashlee Simpson;217440;0.505;0.799;2;-4.286;1;0.0773;0.0572;0;0.11;0.772;174.001
;Leave Right Now;Will Young;214733;0.641;0.445;6;-8.674;1;0.0368;0.145;0;0.108;0.383;81.931
;You Don't Know My Name;Alicia Keys;366733;0.264;0.663;9;-8.264;1;0.187;0.59;0.00443;0.342;0.249;167.078
;We Belong Together;Mariah Carey;201400;0.84;0.476;0;-7.918;1;0.0629;0.0264;0;0.0865;0.767;139.987
;Let Me Love You;Mario;256733;0.656;0.578;7;-8.97;0;0.0922;0.235;0;0.118;0.556;94.514
;Gold Digger;Kanye West;207626;0.629;0.696;1;-5.572;0;0.348;0.0195;0;0.0554;0.623;93.034
;Pon de Replay;Rihanna;246960;0.779;0.64;7;-8.415;1;0.159;0.000155;0.00077;0.101;0.498;99.019
;Candy Shop;50 Cent;209106;0.614;0.574;11;-7.961;1;0.466;0.0253;3.20E-05;0.38;0.755;125.173
;You're Beautiful;James Blunt;209493;0.675;0.479;0;-9.87;0;0.0278;0.633;1.76E-05;0.088;0.454;81.998
;Boulevard of Broken Dreams;Green Day;261266;0.49;0.679;8;-3.68;1;0.0309;0.00394;1.54E-05;0.0383;0.506;167.046
;Don't Cha;The Pussycat Dolls;272080;0.875;0.631;1;-3.475;1;0.099;0.00542;2.54E-06;0.127;0.549;120.003
;Bad Day;Daniel Powter;233640;0.599;0.785;3;-4.013;1;0.0309;0.448;0.00336;0.151;0.52;140.046
;Bananza (Belly Dancer);Akon;238493;0.878;0.699;10;-5.897;0;0.132;0.0345;3.37E-06;0.755;0.666;104.838
;Hung Up;Madonna;337733;0.649;0.647;9;-7.695;0;0.0452;0.0039;0.161;0.0686;0.405;125.02
;Just A Lil Bit;50 Cent;237706;0.489;0.692;1;-6.672;1;0.41;0.0322;0.00608;0.315;0.527;96.946
;Axel F;Crazy Frog;168879;0.86;0.907;2;-3.321;1;0.0407;0.279;0.693;0.0648;0.786;138.045
;Ass Like That;Eminem;265480;0.646;0.796;2;-6.152;1;0.366;0.409;0;0.107;0.676;83.093
;We Be Burnin';Sean Paul;213066;0.95;0.803;1;-4.195;1;0.151;0.145;0;0.0748;0.86;117
;Rich Girl;Gwen Stefani;236213;0.856;0.754;7;-2.728;0;0.0416;0.0294;1.49E-05;0.206;0.722;98.018
;Galvanize;The Chemical Brothers;393813;0.745;0.714;7;-3.681;1;0.0751;0.0141;0.0222;0.363;0.365;104.003
;Remember the Name (feat. Styles of Beyond);Fort Minor;230493;0.688;0.835;8;-4.162;1;0.0911;0.0583;2.87E-06;0.0795;0.88;84.858
;Disco Inferno;50 Cent;214226;0.925;0.659;3;-4.763;1;0.231;0.206;7.88E-05;0.279;0.71;97.018
;How We Do;The Game;235533;0.862;0.648;4;-7.401;0;0.251;0.0455;0;0.0332;0.637;98.012
;Run It! (feat. Juelz Santana);Chris Brown;229866;0.846;0.482;1;-6.721;0;0.129;0.0246;0;0.393;0.212;100.969
;It's Like That;Mariah Carey;203360;0.8;0.633;8;-4.875;0;0.0514;0.0901;0;0.0315;0.836;95.953
;My Humps;Black Eyed Peas;326960;0.802;0.682;1;-5.924;0;0.222;0.111;1.39E-05;0.109;0.586;123.95
;Oh (feat. Ludacris);Ciara;256346;0.8;0.496;7;-7.135;1;0.0506;0.000298;0;0.0697;0.357;128.29
;Outta Control - Remix;50 Cent;247506;0.772;0.599;8;-5.996;0;0.246;0.0277;0;0.0839;0.557;92.029
;Baby, I'm Back;Baby Bash;219920;0.899;0.365;9;-5.461;0;0.105;0.0508;0;0.097;0.749;100.01
;Get Right;Jennifer Lopez;225533;0.741;0.759;0;-5.096;0;0.12;0.0218;0;0.628;0.362;97.084
;Numb / Encore;JAY-Z;205733;0.687;0.793;2;-4.254;1;0.166;0.0603;0;0.582;0.751;107.045
;Hate It Or Love It;The Game;206400;0.802;0.785;9;-4.781;1;0.207;0.14;0;0.123;0.435;99.998
;Feel Good Inc.;Gorillaz;222640;0.818;0.705;6;-6.679;1;0.177;0.00836;0.00233;0.613;0.772;138.559
;Don't Phunk With My Heart;Black Eyed Peas;239773;0.69;0.928;5;-2.76;0;0.061;0.00937;0;0.547;0.604;130.889
;Lonely;Akon;235800;0.629;0.532;5;-7.88;0;0.0352;0.331;0;0.238;0.619;90.098
;I Like The Way - Radio Edit;Bodyrockers;200053;0.642;0.851;6;-3.638;1;0.0431;0.0248;0.0146;0.084;0.777;127.988
;Push The Button;Sugababes;218093;0.962;0.66;8;-5.096;1;0.061;0.0485;0;0.076;0.814;126.016
;Soul Survivor;Jeezy;280013;0.684;0.493;10;-7.728;1;0.0459;0.000839;0;0.157;0.08;84.03
;Mockingbird;Eminem;250760;0.637;0.678;0;-3.798;1;0.266;0.209;0;0.156;0.254;84.039
;La Tortura (feat. Alejandro Sanz);Shakira;212893;0.74;0.783;0;-5.367;1;0.0427;0.0297;0.000308;0.123;0.812;100.011
;DARE;Gorillaz;244999;0.76;0.891;11;-5.852;0;0.0372;0.0229;0.0869;0.298;0.966;120.264
;Signs;Snoop Dogg;236813;0.94;0.713;7;-5.308;1;0.127;0.0319;0.00076;0.325;0.666;112.955
;Tripping;Robbie Williams;276603;0.666;0.922;2;-4.458;0;0.0429;0.0381;0.000191;0.0633;0.828;118.014
;Play;David Banner;230133;0.837;0.658;1;-8.013;0;0.126;0.000213;0.122;0.243;0.586;95.027
;Some Cut;Trillville;283454;0.9;0.515;1;-6.626;1;0.372;0.00341;0;0.111;0.659;84.995
;Laffy Taffy;D4L;224253;0.891;0.439;7;-7.994;0;0.428;0.0351;0;0.0932;0.622;77.499
;Lose Control (feat. Ciara & Fat Man Scoop);Missy Elliott;226863;0.904;0.813;4;-7.105;0;0.121;0.0311;0.00697;0.0471;0.81;125.461
;Lonely No More;Rob Thomas;226640;0.551;0.896;9;-3.152;0;0.109;0.033;0;0.0899;0.858;171.79
;Almost Here;Brian McFadden;229826;0.561;0.452;9;-7.324;0;0.0336;0.409;0;0.106;0.316;77.984
;"Slow Down - 12"" Version";Bobby V.;258666;0.568;0.732;11;-4.896;0;0.103;0.179;4.92E-06;0.401;0.626;186.048
;Incomplete;Backstreet Boys;239586;0.437;0.589;4;-4.834;1;0.0331;0.231;0;0.0768;0.165;133.631
;Grind With Me;Pretty Ricky;237733;0.7;0.538;1;-5.952;1;0.045;0.000204;0;0.105;0.189;136.518
;Diamonds From Sierra Leone - Remix;Kanye West;233400;0.672;0.814;7;-3.768;1;0.27;0.258;0;0.164;0.379;97.043
;Drop It Like It's Hot;Snoop Dogg;266066;0.892;0.628;1;-3.832;1;0.216;0.169;0;0.102;0.676;92.063
;Get It Poppin' (feat. Nelly) - Radio Version;Fat Joe;211320;0.905;0.55;1;-7.558;1;0.372;0.0628;0;0.0644;0.52;100.813
;Soldier (feat. T.I. & Lil' Wayne);Destiny's Child;325573;0.878;0.417;7;-6.799;1;0.361;0.0444;0;0.0833;0.904;77.49
;1, 2 Step (feat. Missy Elliott) - Main;Ciara;202213;0.939;0.498;5;-10.94;0;0.161;0.0444;0.00128;0.0475;0.801;113.053
;1 Thing;Amerie;238746;0.636;0.946;10;-4.683;0;0.332;0.115;3.75E-05;0.0416;0.891;125.085
;Get Back;Ludacris;270746;0.555;0.639;1;-5.16;1;0.263;0.0594;0;0.118;0.184;171.609
;Do You Want To;Franz Ferdinand;215000;0.412;0.944;0;-2.896;1;0.0448;0.0724;0.000493;0.801;0.79;123.091
;Shiver;Natalie Imbruglia;222653;0.489;0.798;1;-4.49;1;0.0316;0.00115;2.81E-06;0.149;0.309;94.163
;Hollaback Girl;Gwen Stefani;199853;0.926;0.916;10;-2.221;0;0.0929;0.35;6.17E-06;0.0234;0.904;110.007
;Your Body;Pretty Ricky;240040;0.838;0.594;4;-5.695;0;0.113;0.176;0;0.0867;0.507;90.038
;The Kill;Thirty Seconds To Mars;231533;0.179;0.912;4;-3.881;0;0.0791;0.0014;0.000294;0.582;0.289;182.99
;Karma;Alicia Keys;256000;0.727;0.736;10;-6.203;1;0.0615;0.0743;0.00311;0.0348;0.687;85.098
;Ghetto Gospel;2Pac;238053;0.794;0.614;5;-5.352;0;0.0467;0.0964;0;0.0788;0.663;80.569
;Don't Love You No More (I'm Sorry);Craig David;243986;0.636;0.558;7;-7.076;1;0.0245;0.462;0;0.062;0.572;100.113
;Nine Million Bicycles;Katie Melua;197160;0.534;0.247;0;-15.636;1;0.0322;0.516;0.00859;0.122;0.344;82.168
;Lovers And Friends;Lil Jon & The East Side Boyz;260600;0.675;0.501;10;-6.183;1;0.22;0.0541;0;0.429;0.532;139.861
;Don't Forget About Us - Radio Edit;Mariah Carey;233866;0.7;0.529;10;-6.816;0;0.0395;0.0422;0;0.101;0.386;143.555
;Wait (The Whisper Song);Ying Yang Twins;179160;0.933;0.513;7;-13.203;1;0.347;0.00112;0.00248;0.107;0.595;102.017
;Switch;Will Smith;197666;0.873;0.9;5;-4.325;0;0.18;0.0107;0.000502;0.556;0.478;102.516
;Like You (feat. Ciara);Bow Wow;205840;0.714;0.6;6;-8.365;1;0.0876;0.0465;0;0.0646;0.504;82.017
;Everyday I Love You Less And Less;Kaiser Chiefs;217706;0.49;0.956;1;-4.556;0;0.0407;0.00466;6.15E-06;0.242;0.577;160.028
;Behind These Hazel Eyes;Kelly Clarkson;198973;0.548;0.889;9;-4.682;1;0.0382;0.00165;0.00109;0.197;0.425;90.048
;Don't Lie;Black Eyed Peas;219000;0.662;0.785;9;-5.299;1;0.186;0.16;0;0.0784;0.604;89.885
;You Raise Me Up;Westlife;241066;0.129;0.358;10;-6.596;1;0.0314;0.631;0;0.0886;0.172;75.048
;One Wish;Ray J;337640;0.525;0.652;5;-7.042;0;0.28;0.278;0;0.339;0.602;127.673
;Scars;Papa Roach;208199;0.455;0.929;11;-3.295;1;0.0494;0.0875;0;0.226;0.484;89.782
;I Bet You Look Good On The Dancefloor;Arctic Monkeys;173680;0.535;0.948;6;-4.19;0;0.0356;0.00225;0;0.376;0.778;103.183
;That's My Goal;Shayne Ward;219600;0.286;0.508;2;-5.966;1;0.0336;0.372;0;0.27;0.14;68.637
;Let Me Hold You (feat. Omarion);Bow Wow;248493;0.815;0.662;6;-8.244;1;0.199;0.0915;0.000409;0.0898;0.611;151.518
;I Predict A Riot;Kaiser Chiefs;233186;0.395;0.979;8;-3.241;1;0.0766;0.0243;0;0.12;0.41;158.842
;Caught Up;Usher;224640;0.817;0.806;6;-4.606;1;0.0623;0.027;9.00E-06;0.119;0.805;110.086
;Because of You;Kelly Clarkson;219493;0.587;0.583;5;-5.284;0;0.0313;0.248;0;0.124;0.15;139.92
;Let Me Go;3 Doors Down;243053;0.478;0.863;1;-4.914;0;0.0387;0.0181;0;0.111;0.491;92.004
;Photograph;Nickelback;258920;0.515;0.876;8;-3.756;1;0.0292;0.000932;0.000166;0.136;0.385;145.916
;I'm Sprung;T-Pain;231040;0.722;0.329;0;-11.617;0;0.108;0.088;0;0.081;0.166;99.991
;Cater 2 U;Destiny's Child;245400;0.605;0.584;11;-7.043;0;0.197;0.286;0;0.235;0.464;125.802
;Stickwitu;The Pussycat Dolls;207506;0.548;0.554;9;-6.408;1;0.0587;0.283;0;0.0708;0.382;79.918
;TRUE;Ryan Cabrera;204173;0.598;0.4;6;-10.054;1;0.0241;0.459;0;0.151;0.369;96.938
;Dakota;Stereophonics;297426;0.506;0.93;4;-3.499;1;0.0675;0.129;0.00682;0.0931;0.305;146.994
;Like Toy Soldiers;Eminem;296880;0.52;0.768;8;-3.489;0;0.359;0.0193;0.00034;0.104;0.398;79.178
;Over And Over;Nelly;253933;0.644;0.517;7;-10.02;1;0.0803;0.0065;1.37E-06;0.158;0.464;169.799
;Speed of Sound;Coldplay;287906;0.514;0.898;11;-6.765;0;0.0577;0.00488;0.0345;0.0746;0.353;123.067
;Suddenly I See;KT Tunstall;201706;0.587;0.767;0;-5.713;1;0.0449;0.225;0;0.112;0.664;100.38
;Girl;Destiny's Child;224146;0.567;0.747;6;-6.019;0;0.105;0.31;0;0.04;0.556;89.036
;Since U Been Gone;Kelly Clarkson;188960;0.662;0.739;9;-5.354;0;0.0322;0.00206;0.0603;0.113;0.382;130.999
;Sometimes You Can't Make It On Your Own;U2;305080;0.53;0.597;2;-5.652;1;0.0247;0.00275;0.473;0.105;0.346;96
;Dirty Little Secret;The All-American Rejects;193653;0.469;0.955;10;-4.253;1;0.0432;0.000343;1.35E-06;0.548;0.462;143.853
;As Good As I Once Was;Toby Keith;227840;0.68;0.87;5;-4.461;1;0.0393;0.266;0;0.109;0.646;119.075
;Cool;Gwen Stefani;189333;0.709;0.721;2;-3.52;1;0.0281;0.0322;0.000309;0.355;0.801;112.019
;Best of You;Foo Fighters;255626;0.366;0.94;1;-5.119;0;0.0696;0.000769;9.42E-05;0.188;0.369;130.198
;Hips Don't Lie (feat. Wyclef Jean);Shakira;218093;0.778;0.824;10;-5.892;0;0.0707;0.284;0;0.405;0.758;100.024
;Temperature;Sean Paul;218573;0.951;0.6;0;-4.675;0;0.0685;0.106;0;0.0712;0.822;125.04
;SexyBack (feat. Timbaland);Justin Timberlake;242733;0.967;0.583;7;-5.562;0;0.0789;0.0584;0;0.0519;0.964;117
;Irreplaceable;Beyonc̩;227853;0.447;0.694;7;-4.637;0;0.382;0.0293;5.46E-06;0.167;0.509;175.868
;Rehab;Amy Winehouse;214946;0.407;0.558;0;-13.609;1;0.0552;0.0541;1.51E-06;0.34;0.777;71.815
;SOS;Rihanna;238920;0.677;0.671;7;-4.905;1;0.0361;0.004;5.07E-05;0.413;0.527;137.046
;Crazy;Gnarls Barkley;177466;0.855;0.587;8;-4.589;1;0.0336;0.0505;0.00714;0.105;0.64;111.97
;Touch It;Busta Rhymes;214960;0.658;0.551;1;-6.62;1;0.37;0.0043;0.000108;0.197;0.442;138.335
;Maneater;Nelly Furtado;258893;0.796;0.777;6;-4.81;1;0.0397;0.0261;0.000358;0.121;0.787;132.722
;Rock This Party - Everybody Dance Now;Bob Sinclar;245466;0.893;0.823;5;-3.708;0;0.122;0.0714;0;0.0509;0.902;128.009
;Come to Me (feat. Nicole Scherzinger);Diddy;276786;0.819;0.485;6;-6.45;0;0.0756;0.0176;0;0.658;0.386;96.998
;Sorry;Madonna;281880;0.589;0.877;0;-6.229;0;0.046;0.00121;0.013;0.169;0.443;132.971
;Ridin';Chamillionaire;303053;0.787;0.799;8;-4.68;0;0.0993;0.189;0;0.3;0.835;143.052
;Pump It;Black Eyed Peas;213066;0.648;0.931;1;-3.15;0;0.181;0.00937;0;0.752;0.744;153.649
;Promiscuous;Nelly Furtado;242293;0.808;0.97;10;-6.098;0;0.0506;0.0569;6.13E-05;0.154;0.868;114.328
;Put Your Hands Up for Detroit - Radio Edit;Fedde Le Grand;150533;0.814;0.923;7;-4.525;1;0.229;0.0154;0.154;0.0862;0.518;127.919
;(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version;Sean Paul;243880;0.711;0.761;8;-3.04;1;0.225;0.067;0;0.041;0.718;95.824
;Buttons;The Pussycat Dolls;225560;0.565;0.817;2;-4.338;1;0.27;0.152;0;0.247;0.477;210.851
;Get Up (feat. Chamillionaire);Ciara;261880;0.964;0.595;1;-6.887;0;0.109;0.0248;5.14E-06;0.0405;0.629;128.593
;Shake That;Eminem;274440;0.963;0.643;1;-5.785;0;0.117;0.0507;4.94E-05;0.157;0.534;107.005
;Do It To It;Cherish;226293;0.826;0.67;2;-5.559;1;0.169;0.00798;0;0.495;0.794;74.007
;Supermassive Black Hole;Muse;212439;0.668;0.921;7;-3.727;1;0.0439;0.0492;0.00517;0.0877;0.782;120
;Gimme That;Chris Brown;186826;0.678;0.572;11;-7.033;0;0.0466;0.00374;6.59E-05;0.118;0.444;87.165
;From Paris to Berlin;Infernal;209666;0.741;0.869;9;-6.534;0;0.0816;0.096;0;0.0396;0.839;126.069
;Me & U;Cassie;192213;0.803;0.454;8;-4.802;0;0.0294;0.352;0;0.0655;0.739;99.99
;U and Dat (feat. T. Pain & Kandi Girl);E-40;202720;0.858;0.484;6;-7.448;0;0.277;0.0241;1.80E-06;0.123;0.329;99.992
;Beep;The Pussycat Dolls;229360;0.938;0.735;7;-6.382;1;0.0434;0.00952;0;0.0998;0.55;103.7
;Snap Yo Fingers;Lil Jon;274386;0.835;0.757;8;-5.029;0;0.23;0.00647;0;0.29;0.626;82.038
;My My My - Radio Edit;Armand Van Helden;190000;0.678;0.768;7;-8.502;1;0.137;0.0195;0.00866;0.0322;0.758;127.51
;Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster;The Notorious B.I.G.;286186;0.833;0.628;2;-7.041;1;0.141;0.0949;1.60E-06;0.282;0.645;106.328
;It's Goin' Down (feat. Nitti);Yung Joc;241840;0.888;0.577;1;-7.702;0;0.0612;0.0986;0;0.131;0.609;84.003
;No Promises;Shayne Ward;223066;0.5;0.498;4;-6.087;1;0.026;0.527;0;0.123;0.182;79.798
;My Love (feat. T.I.);Justin Timberlake;276160;0.771;0.68;11;-5.881;0;0.224;0.277;1.18E-05;0.682;0.808;119.952
;Savin' Me;Nickelback;219320;0.441;0.815;3;-4.088;1;0.0276;0.000731;0;0.414;0.522;164.007
;Grillz;Nelly;271160;0.867;0.504;4;-7.737;0;0.241;0.0358;0;0.307;0.84;82.996
;Patience;Take That;202066;0.309;0.783;10;-4.154;1;0.0405;0.142;1.11E-06;0.118;0.372;175.788
;London Bridge;Fergie;241306;0.769;0.609;1;-5.894;1;0.357;0.216;0;0.166;0.633;90.951
;Everytime We Touch - Radio Edit;Cascada;199120;0.64;0.977;8;-5.369;1;0.0555;0.00461;1.68E-05;0.371;0.493;142.019
;Laffy Taffy;D4L;224253;0.891;0.439;7;-7.994;0;0.428;0.0351;0;0.0932;0.622;77.499
;Control Myself;LL Cool J;233973;0.825;0.876;10;-6.556;0;0.211;0.00928;1.20E-05;0.205;0.48;120.066
;Deja Vu (feat. Jay-Z);Beyonc̩;240280;0.644;0.746;7;-4.941;1;0.341;0.0071;1.22E-05;0.0743;0.355;105.253
;Stupid Girls;P!nk;197173;0.683;0.886;4;-5.045;0;0.071;0.000738;0.00188;0.0524;0.566;100.04
;When I'm Gone;Eminem;281320;0.618;0.746;10;-5.476;0;0.352;0.0553;0;0.273;0.75;75.272
;Bossy;Kelis;273973;0.906;0.633;4;-5.316;1;0.19;0.000182;8.34E-06;0.058;0.779;84.021
;Love Generation - Radio Edit;Bob Sinclar;207613;0.715;0.812;1;-5.758;1;0.062;0.175;0.000134;0.044;0.554;128.04
;Thunder in My Heart Again (Radio Edit);Meck;189800;0.679;0.922;2;-4.67;0;0.0294;0.000241;0.69;0.0697;0.806;129.016
;Be Without You - Kendu Mix;Mary J. Blige;246333;0.726;0.7;2;-5.881;0;0.0998;0.0717;0;0.262;0.673;146.559
;Something Kinda Ooooh;Girls Aloud;201590;0.681;0.908;11;-3.918;0;0.0473;0.0232;0;0.355;0.879;131.925
;Unfaithful;Rihanna;226973;0.588;0.391;0;-8.607;0;0.0334;0.839;0;0.227;0.349;144.069
;Touch The Sky;Kanye West;236600;0.552;0.846;9;-4.912;1;0.342;0.0114;0;0.309;0.554;98.56
;Lean Wit It, Rock Wit It;Dem Franchize Boyz;229813;0.886;0.62;5;-5.854;1;0.307;0.082;0;0.1;0.6;76.035
;Call Me When You're Sober;Evanescence;214706;0.45;0.883;7;-4.094;1;0.0524;0.00193;0;0.293;0.328;93.41
;Pullin' Me Back;Chingy;234133;0.786;0.511;7;-6.66;1;0.286;0.0825;0;0.12;0.587;80
;Far Away;Nickelback;238173;0.518;0.797;6;-5.153;1;0.0309;0.000681;0;0.107;0.293;132.918
;Dance, Dance;Fall Out Boy;180266;0.622;0.961;11;-3.198;0;0.154;0.00523;0;0.0854;0.449;114.452
;A Moment Like This;Leona Lewis;257293;0.261;0.562;8;-3.667;1;0.0301;0.423;7.54E-06;0.131;0.167;70.543
;What You Know;T.I.;274333;0.551;0.81;11;-4.365;1;0.0344;0.0155;0;0.169;0.332;73.464
;Money Maker;Ludacris;230613;0.551;0.598;1;-6.79;1;0.27;0.15;0;0.299;0.612;78.756
;What's Left Of Me;Nick Lachey;244613;0.42;0.742;7;-5.665;1;0.0375;0.142;0;0.145;0.294;149.965
;Chain Hang Low;Jibbs;207586;0.792;0.589;4;-6.869;0;0.262;0.0259;0.000128;0.114;0.778;157.147
;When The Sun Goes Down;Arctic Monkeys;202133;0.348;0.875;11;-4.758;0;0.199;0.0341;0;0.117;0.407;169.152
;Life is a Highway;Rascal Flatts;276773;0.561;0.936;5;-5.409;1;0.0613;0.00185;0;0.102;0.594;103.055
;Check On It (feat. Slim Thug);Beyonc̩;211186;0.7;0.887;7;-3.887;1;0.218;0.0805;0;0.376;0.883;166.104
;Love;Keyshia Cole;255333;0.688;0.519;5;-4.285;1;0.0283;0.064;0;0.1;0.318;116.714
;Smile;Lily Allen;196893;0.632;0.639;5;-5.938;1;0.0259;0.00143;0;0.221;0.733;95.506
;Sexy Love;Ne-Yo;220853;0.693;0.516;8;-6.446;1;0.0413;0.297;0.000127;0.0604;0.494;94.02
;Too Little Too Late;JoJo;223680;0.535;0.823;6;-5.338;0;0.0431;0.0113;3.88E-06;0.146;0.685;83.001
;One;Mary J. Blige;260466;0.344;0.874;0;-3.161;1;0.0777;0.0841;0;0.129;0.269;185.888
;Ms. New Booty;Bubba Sparxxx;252653;0.64;0.62;1;-5.931;1;0.416;0.016;0;0.0831;0.609;129.37
;You Know I'm No Good;Amy Winehouse;256946;0.705;0.806;9;-3.607;1;0.0309;0.0132;0.00428;0.0701;0.734;103.383
;What Hurts The Most;Rascal Flatts;214106;0.537;0.674;5;-5.134;0;0.0277;0.0088;0;0.265;0.33;136.002
;Dani California;Red Hot Chili Peppers;282160;0.556;0.913;0;-2.36;1;0.0437;0.0193;8.59E-06;0.346;0.73;96.184
;I Don't Feel Like Dancin';Scissor Sisters;288360;0.707;0.923;7;-3.409;1;0.0276;0.0195;0;0.342;0.845;108.023
;So Sick;Ne-Yo;207186;0.452;0.574;6;-8.336;1;0.31;0.246;0;0.189;0.58;92.791
;Lips Of An Angel;Hinder;261053;0.474;0.744;2;-5.386;1;0.0341;0.0208;1.22E-06;0.209;0.238;129.005
;Steady, As She Goes;The Raconteurs;215266;0.525;0.578;9;-4.563;1;0.12;0.0132;0.00916;0.108;0.537;123.696
;Chelsea Dagger;The Fratellis;215306;0.511;0.815;7;-3.14;1;0.144;0.0491;0;0.0826;0.586;154.514
;Where'd You Go (feat. Holly Brook & Jonah Matranga);Fort Minor;231866;0.684;0.819;1;-3.309;0;0.238;0.262;0.00197;0.113;0.25;179.999
;Stickwitu;The Pussycat Dolls;207506;0.548;0.554;9;-6.408;1;0.0587;0.283;0;0.0708;0.382;79.918
;I Write Sins Not Tragedies;Panic! At The Disco;185586;0.566;0.815;9;-4.481;0;0.14;0.0737;0;0.12;0.672;169.961
;Goodbye My Lover;James Blunt;258653;0.432;0.261;4;-12.591;1;0.0512;0.953;0.00342;0.0903;0.273;89.567
;Ain't No Other Man;Christina Aguilera;228906;0.862;0.742;7;-4.722;1;0.222;0.00376;0.00855;0.103;0.511;127.91
;The Rose;Westlife;219106;0.272;0.203;9;-9.706;1;0.0294;0.784;0;0.0805;0.172;109.581
;Is It Any Wonder?;Keane;186173;0.489;0.955;11;-2.771;0;0.0363;3.82E-05;0.000178;0.334;0.816;129.352
;No Tomorrow;Orson;167493;0.656;0.624;3;-4.623;0;0.0691;0.0065;0;0.278;0.735;124.082
;I'm N Luv (Wit a Stripper) (feat. Mike Jones);T-Pain;265333;0.731;0.368;8;-10.38;1;0.0688;0.00544;0;0.193;0.512;145.171
;Black Horse And The Cherry Tree;KT Tunstall;172373;0.748;0.786;4;-7.788;0;0.0641;0.328;0;0.34;0.917;104.833
;Unwritten;Natasha Bedingfield;259333;0.706;0.8;5;-6.333;1;0.0399;0.00584;0;0.0822;0.629;100.011
;America;Razorlight;249760;0.447;0.568;2;-4.975;1;0.0305;0.295;3.26E-06;0.355;0.149;90.933
;You Give Me Something;James Morrison;213173;0.559;0.688;7;-6.496;1;0.114;0.216;0;0.0855;0.578;79.753
;You're All I Have;Snow Patrol;273333;0.467;0.921;2;-4.554;1;0.045;5.48E-05;0.0566;0.176;0.501;132.013
;How to Save a Life;The Fray;262533;0.64;0.743;10;-4.08;1;0.0379;0.269;0;0.101;0.361;122.035
;I Wish I Was a Punk Rocker (with Flowers in My Hair);Sandi Thom;151640;0.7;0.465;4;-6.815;1;0.358;0.544;0;0.606;0.719;108.102
;Welcome to the Black Parade;My Chemical Romance;311106;0.217;0.905;2;-4.103;1;0.0752;0.000289;0.00011;0.222;0.236;96.95
;In The Morning;Razorlight;222453;0.616;0.855;4;-3.495;0;0.042;0.00379;0.000863;0.318;0.686;124.191
;Dirty Little Secret;The All-American Rejects;193653;0.469;0.955;10;-4.253;1;0.0432;0.000343;1.35E-06;0.548;0.462;143.853
;Wonderful World;James Morrison;210066;0.474;0.71;1;-4.606;1;0.029;0.0548;0;0.0974;0.591;78.969
;Yo (Excuse Me Miss);Chris Brown;229040;0.536;0.612;4;-5.847;1;0.272;0.119;0;0.209;0.57;86.768
;Who Knew;P!nk;208493;0.688;0.734;9;-4.569;1;0.0274;0.00462;0;0.0756;0.46;140.004
;Naive;The Kooks;203506;0.391;0.808;8;-6.209;0;0.0892;0.0759;0;0.149;0.737;100.304
;Bleeding Love;Leona Lewis;262466;0.638;0.656;5;-5.886;1;0.0357;0.188;0;0.146;0.225;104.036
;Umbrella;Rihanna;275986;0.583;0.829;1;-4.603;1;0.134;0.00864;0;0.0426;0.575;174.028
;Gimme More;Britney Spears;251240;0.788;0.844;2;-3.131;1;0.0334;0.25;0.000678;0.0723;0.382;113.324
;Big Girls Don't Cry (Personal);Fergie;268120;0.708;0.641;7;-4.296;1;0.0335;0.205;0;0.0945;0.253;113.082
;Valerie (feat. Amy Winehouse) - Version Revisited;Mark Ronson;219413;0.698;0.844;1;-4.789;1;0.0544;0.00253;0.000426;0.124;0.896;105.828
;Hey There Delilah;Plain White T's;232533;0.656;0.291;2;-10.572;1;0.0293;0.872;0;0.114;0.298;103.971
;What Goes Around.../...Comes Around (Interlude);Justin Timberlake;448573;0.687;0.723;7;-4.751;1;0.0709;0.122;0.00102;0.573;0.432;76
;The Sweet Escape;Gwen Stefani;246466;0.756;0.77;1;-3.502;1;0.0343;0.191;0;0.178;0.73;119.961
